2025-08-06 10:43:48,027 | INFO | [Model] Loading PPO on device=cuda
2025-08-06 10:43:49,263 | INFO | [ObsNorm] Loaded stats: clip_obs=10.0, mean.shape=(1, 18), var.shape=(1, 18)
2025-08-06 10:43:49,263 | INFO | [Startup] Predictor ready.
2025-08-06 10:44:00,682 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=0.96s, fwd_min=0.39, back_min=0.25, buf=2
2025-08-06 10:44:00,700 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=0.97s, fwd_min=0.39, back_min=0.25, buf=2
2025-08-06 10:44:00,719 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=1.00s, fwd_min=0.39, back_min=0.25, buf=2
2025-08-06 10:44:00,737 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=1.01s, fwd_min=0.38, back_min=0.25, buf=2
2025-08-06 10:44:00,756 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.99s, fwd_min=0.37, back_min=0.25, buf=2
2025-08-06 10:44:00,773 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.97s, fwd_min=0.36, back_min=0.25, buf=2
2025-08-06 10:44:00,792 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.95s, fwd_min=0.35, back_min=0.25, buf=2
2025-08-06 10:44:00,809 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.95s, fwd_min=0.35, back_min=0.25, buf=2
2025-08-06 10:44:00,831 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.93s, fwd_min=0.35, back_min=0.25, buf=2
2025-08-06 10:44:00,859 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.91s, fwd_min=0.34, back_min=0.25, buf=2
2025-08-06 10:44:00,879 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.89s, fwd_min=0.33, back_min=0.25, buf=2
2025-08-06 10:44:00,896 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.87s, fwd_min=0.32, back_min=0.24, buf=2
2025-08-06 10:44:00,916 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.87s, fwd_min=0.32, back_min=0.24, buf=2
2025-08-06 10:44:00,933 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.85s, fwd_min=0.32, back_min=0.24, buf=2
2025-08-06 10:44:00,952 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.83s, fwd_min=0.31, back_min=0.23, buf=2
2025-08-06 10:44:00,975 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.81s, fwd_min=0.30, back_min=0.22, buf=2
2025-08-06 10:44:00,992 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.79s, fwd_min=0.29, back_min=0.21, buf=2
2025-08-06 10:44:01,010 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.79s, fwd_min=0.29, back_min=0.13, buf=2
2025-08-06 10:44:01,030 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.77s, fwd_min=0.28, back_min=-0.02, buf=2
2025-08-06 10:44:01,049 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.74s, fwd_min=0.28, back_min=-0.18, buf=2
2025-08-06 10:44:01,067 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.72s, fwd_min=0.27, back_min=-0.34, buf=2
2025-08-06 10:44:01,084 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.70s, fwd_min=0.26, back_min=-0.50, buf=2
2025-08-06 10:44:01,104 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=0.70s, fwd_min=0.26, back_min=-0.65, buf=2
2025-08-06 10:44:01,123 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=0.70s, fwd_min=0.25, back_min=-0.80, buf=2
2025-08-06 10:44:01,141 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=0.71s, fwd_min=0.25, back_min=-0.95, buf=2
2025-08-06 10:44:01,159 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=0.71s, fwd_min=0.24, back_min=-1.11, buf=2
2025-08-06 10:44:01,184 | INFO | [Predict] a_model=DECELERATE -> a_final=DECELERATE | ttc_fwd=0.71s, fwd_min=0.23, back_min=-1.27, buf=2
2025-08-06 10:44:01,202 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.74s, fwd_min=0.23, back_min=-1.44, buf=2
2025-08-06 10:44:01,225 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.71s, fwd_min=0.22, back_min=-1.62, buf=2
2025-08-06 10:44:01,244 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.69s, fwd_min=0.22, back_min=-1.79, buf=2
2025-08-06 10:44:01,264 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.66s, fwd_min=0.21, back_min=-1.96, buf=2
2025-08-06 10:44:01,284 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.64s, fwd_min=0.20, back_min=-2.13, buf=2
2025-08-06 10:44:01,303 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.64s, fwd_min=0.20, back_min=-2.30, buf=2
2025-08-06 10:44:01,331 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.62s, fwd_min=0.19, back_min=-2.47, buf=2
2025-08-06 10:44:01,354 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.59s, fwd_min=0.18, back_min=-2.64, buf=2
2025-08-06 10:44:01,372 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.57s, fwd_min=0.18, back_min=-2.82, buf=2
2025-08-06 10:44:01,390 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.54s, fwd_min=0.17, back_min=-2.98, buf=2
2025-08-06 10:44:01,409 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.54s, fwd_min=0.17, back_min=-3.15, buf=2
2025-08-06 10:44:01,428 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.52s, fwd_min=0.16, back_min=-3.32, buf=2
2025-08-06 10:44:01,447 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.49s, fwd_min=0.15, back_min=-3.49, buf=2
2025-08-06 10:44:01,466 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.47s, fwd_min=0.15, back_min=-3.66, buf=2
2025-08-06 10:44:01,485 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.44s, fwd_min=0.14, back_min=-3.83, buf=2
2025-08-06 10:44:01,505 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.44s, fwd_min=0.14, back_min=-4.01, buf=2
2025-08-06 10:44:01,524 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.42s, fwd_min=0.13, back_min=-4.18, buf=2
2025-08-06 10:44:01,543 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.39s, fwd_min=0.12, back_min=-4.35, buf=2
2025-08-06 10:44:01,561 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.37s, fwd_min=0.11, back_min=-4.52, buf=2
2025-08-06 10:44:01,581 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.34s, fwd_min=0.11, back_min=-4.69, buf=2
2025-08-06 10:44:01,601 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.34s, fwd_min=0.11, back_min=-4.86, buf=2
2025-08-06 10:44:01,621 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.32s, fwd_min=0.10, back_min=-5.02, buf=2
2025-08-06 10:44:01,641 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.29s, fwd_min=0.09, back_min=-5.20, buf=2
2025-08-06 10:44:01,659 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.27s, fwd_min=0.08, back_min=-5.37, buf=2
2025-08-06 10:44:01,680 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.24s, fwd_min=0.08, back_min=-5.52, buf=2
2025-08-06 10:44:01,699 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.24s, fwd_min=0.08, back_min=-5.69, buf=2
2025-08-06 10:44:01,718 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.22s, fwd_min=0.07, back_min=-5.85, buf=2
2025-08-06 10:44:01,736 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.19s, fwd_min=0.06, back_min=-6.01, buf=2
2025-08-06 10:44:01,756 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.17s, fwd_min=0.05, back_min=-6.18, buf=2
2025-08-06 10:44:01,774 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.14s, fwd_min=0.05, back_min=-6.36, buf=2
2025-08-06 10:44:01,793 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.14s, fwd_min=0.05, back_min=-6.52, buf=2
2025-08-06 10:44:01,812 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.12s, fwd_min=0.04, back_min=-6.69, buf=2
2025-08-06 10:44:01,838 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.10s, fwd_min=0.03, back_min=-6.85, buf=2
2025-08-06 10:44:01,865 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.07s, fwd_min=0.02, back_min=-7.02, buf=2
2025-08-06 10:44:01,885 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.05s, fwd_min=0.01, back_min=-7.18, buf=2
2025-08-06 10:44:01,904 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.05s, fwd_min=0.01, back_min=-7.35, buf=2
2025-08-06 10:44:01,925 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=0.02s, fwd_min=0.01, back_min=-7.52, buf=2
2025-08-06 10:44:01,951 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=-0.00s, fwd_min=-0.00, back_min=-7.69, buf=2
2025-08-06 10:44:01,969 | INFO | [Predict] a_model=NOTHING -> a_final=NOTHING | ttc_fwd=-0.03s, fwd_min=-0.01, back_min=-7.86, buf=2
